make,model,variant,full_name,model_year,body_type,segment,generation,facelift_status,discontinued,price_ex_showroom,price_on_road,price_city,currency,fuel_type,engine_cc,cylinders,turbocharged,power_bhp,torque_nm,drivetrain,transmission,gearbox_speeds,acceleration_0_100_seconds,top_speed_kmph,mileage_arai_kmpl,mileage_arai_km_per_kg,mileage_real_world_kmpl,fuel_tank_capacity_litres,battery_capacity_kwh,claimed_ev_range_km,charging_time_ac_hours,charging_time_dc_minutes,seating_capacity,boot_space_litres,ground_clearance_mm,length_mm,width_mm,height_mm,wheelbase_mm,kerb_weight_kg,turning_radius_metres,airbags,abs,ebd,esc,traction_control,hill_assist,hill_descent_control,tyre_pressure_monitoring_system,rear_parking_sensors,front_parking_sensors,rear_camera,camera_360,adas_available,adaptive_cruise_control,lane_keep_assist,lane_departure_warning,automatic_emergency_braking,blind_spot_monitoring,crash_test_rating,crash_test_agency,sunroof,panoramic_sunroof,automatic_climate_control,cruise_control,ventilated_front_seats,powered_driver_seat,powered_front_seats,rear_ac_vents,keyless_entry,push_button_start,wireless_charging,infotainment_screen_inches,android_auto,apple_carplay,connected_car_features,standard_warranty_years,standard_warranty_km,service_interval_km,service_interval_months,estimated_annual_service_cost,reliability_score,resale_value_score,service_network_score,source,source_url,source_last_updated,scraped_at,scrape_run_id,field_completeness_score
Mahindra,XUV 3XO,MX3 Pro Diesel 1.5L Turbo Manual,Mahindra XUV 3XO MX3 Pro Diesel 1.5L Turbo Manual,,SUV,,,,,1072500,,,,Diesel,1498,,,115.0,300.0,,Manual,,,,20.6,,,,,,,,5,,,,,,,,,6,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,True,True,,,,,,,,,,CarWale,https://www.carwale.com/mahindra-cars/xuv-3xo/mx3-pro-diesel-15l-turbo-manual/,,2026-06-19T12:29:08.089003+00:00,4677489f-124f-4c32-8af2-b8c2b9e68a97,25.27
Mahindra,XUV 3XO,MX3 Petrol 1.2L Turbo Automatic (TC),Mahindra XUV 3XO MX3 Petrol 1.2L Turbo Automatic (TC),,SUV,,,,,1073900,,,,Petrol,1197,,,110.0,200.0,,Automatic (TC),,,,17.96,,,,,,,,5,,,,,,,,,6,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,True,True,,,,,,,,,,CarWale,https://www.carwale.com/mahindra-cars/xuv-3xo/mx3-petrol-12l-turbo-automatic-tc/,,2026-06-19T12:29:08.089204+00:00,f8e6ff88-02e3-4be4-a125-66866c48f94c,25.27
Mahindra,XUV 3XO,MX3 Pro Petrol 1.2L Turbo Automatic (TC),Mahindra XUV 3XO MX3 Pro Petrol 1.2L Turbo Automatic (TC),,SUV,,,,,1102000,,,,Petrol,1197,,,110.0,200.0,,Automatic (TC),,,,17.96,,,,,,,,5,,,,,,,,,6,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,True,True,,,,,,,,,,CarWale,https://www.carwale.com/mahindra-cars/xuv-3xo/mx3-pro-petrol-12l-turbo-automatic-tc/,,2026-06-19T12:29:08.089417+00:00,1dea1bc3-f578-441d-9882-282127b07b6c,25.27
Mahindra,XUV 3XO,MX3 Diesel 1.5L Turbo Automatic (AMT),Mahindra XUV 3XO MX3 Diesel 1.5L Turbo Automatic (AMT),,SUV,,,,,1109500,,,,Diesel,1498,,,115.0,300.0,,Automatic (AMT),,,,21.2,,,,,,,,5,,,,,,,,,6,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,True,True,,,,,,,,,,CarWale,https://www.carwale.com/mahindra-cars/xuv-3xo/mx3-diesel-15l-turbo-automatic-amt/,,2026-06-19T12:29:08.089614+00:00,215f1188-bf14-45ee-a615-a505dfe66fc5,25.27
Mahindra,XUV 3XO,REVX A Petrol 1.2L Turbo Manual,Mahindra XUV 3XO REVX A Petrol 1.2L Turbo Manual,,SUV,,,,,1116500,,,,Petrol,1197,,,129.0,230.0,,Manual,,,,20.1,,,,,,,,5,,,,,,,,,6,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,True,True,,,,,,,,,,CarWale,https://www.carwale.com/mahindra-cars/xuv-3xo/revx-a-petrol-12l-turbo-manual/,,2026-06-19T12:29:08.089809+00:00,fe5cb466-f51c-4e6e-a480-16f7f60a6c04,25.27
Mahindra,XUV 3XO,AX5 Diesel 1.5L Turbo Manual,Mahindra XUV 3XO AX5 Diesel 1.5L Turbo Manual,,SUV,,,,,1125500,,,,Diesel,1498,,,115.0,300.0,,Manual,,,,20.6,,,,,,,,5,,,,,,,,,6,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,True,True,,,,,,,,,,CarWale,https://www.carwale.com/mahindra-cars/xuv-3xo/ax5-diesel-15l-turbo-manual/,,2026-06-19T12:29:08.090005+00:00,f841beb7-27b9-4d06-bd32-8f1dd2524270,25.27
Mahindra,XUV 3XO,AX5 Petrol 1.2L Turbo Automatic (TC),Mahindra XUV 3XO AX5 Petrol 1.2L Turbo Automatic (TC),,SUV,,,,,1176000,,,,Petrol,1197,,,110.0,200.0,,Automatic (TC),,,,17.96,,,,,,,,5,,,,,,,,,6,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,True,True,,,,,,,,,,CarWale,https://www.carwale.com/mahindra-cars/xuv-3xo/ax5-petrol-12l-turbo-automatic-tc/,,2026-06-19T12:29:08.090201+00:00,78f5f312-e22f-4efb-bb2f-bfaf4bdae538,25.27
Mahindra,XUV 3XO,AX5L Petrol 1.2L Turbo Manual,Mahindra XUV 3XO AX5L Petrol 1.2L Turbo Manual,,SUV,,,,,1190500,,,,Petrol,1197,,,129.0,230.0,,Manual,,,,20.1,,,,,,,,5,,,,,,,,,6,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,True,True,,,,,,,,,,CarWale,https://www.carwale.com/mahindra-cars/xuv-3xo/ax5l-petrol-12l-turbo-manual/,,2026-06-19T12:29:08.090401+00:00,9994280f-88cb-4cea-8363-22abd9b96262,25.27
Mahindra,XUV 3XO,AX5 Diesel 1.5L Turbo Automatic (AMT),Mahindra XUV 3XO AX5 Diesel 1.5L Turbo Automatic (AMT),,SUV,,,,,1205500,,,,Diesel,1498,,,115.0,300.0,,Automatic (AMT),,,,21.2,,,,,,,,5,,,,,,,,,6,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,True,True,,,,,,,,,,CarWale,https://www.carwale.com/mahindra-cars/xuv-3xo/ax5-diesel-15l-turbo-automatic-amt/,,2026-06-19T12:29:08.090596+00:00,30fc2af2-e94b-40ee-8085-a678f116093a,25.27
Mahindra,XUV 3XO,AX7 Petrol 1.2L Turbo Manual Dual Tone,Mahindra XUV 3XO AX7 Petrol 1.2L Turbo Manual Dual Tone,,SUV,,,,,1207500,,,,Petrol,1197,,,129.0,230.0,,Manual,,,,20.1,,,,,,,,5,,,,,,,,,6,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,True,True,,,,,,,,,,CarWale,https://www.carwale.com/mahindra-cars/xuv-3xo/ax7-petrol-12l-turbo-manual-dual-tone/,,2026-06-19T12:29:08.090790+00:00,8c86a1ad-e411-43ab-8936-cd405d6eaddd,25.27
Mahindra,XUV 3XO,REVX A Petrol 1.2L Turbo Automatic (TC),Mahindra XUV 3XO REVX A Petrol 1.2L Turbo Automatic (TC),,SUV,,,,,1227500,,,,Petrol,1197,,,129.0,230.0,,Automatic (TC),,,,18.2,,,,,,,,5,,,,,,,,,6,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,True,True,,,,,,,,,,CarWale,https://www.carwale.com/mahindra-cars/xuv-3xo/revx-a-petrol-12l-turbo-automatic-tc/,,2026-06-19T12:29:08.090984+00:00,7730a8c2-d29d-44b9-80ab-e13cc9d64de5,25.27
Mahindra,XUV 3XO,AX7 Diesel 1.5L Turbo Manual Dual Tone,Mahindra XUV 3XO AX7 Diesel 1.5L Turbo Manual Dual Tone,,SUV,,,,,1288500,,,,Diesel,1498,,,115.0,300.0,,Manual,,,,20.6,,,,,,,,5,,,,,,,,,6,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,True,True,,,,,,,,,,CarWale,https://www.carwale.com/mahindra-cars/xuv-3xo/ax7-diesel-15l-turbo-manual-dual-tone/,,2026-06-19T12:29:08.091178+00:00,da292f95-00f3-4fb6-843f-96169b847861,25.27
Mahindra,XUV 3XO,AX5L Petrol 1.2L Turbo Automatic (TC),Mahindra XUV 3XO AX5L Petrol 1.2L Turbo Automatic (TC),,SUV,,,,,1314500,,,,Petrol,1197,,,129.0,230.0,,Automatic (TC),,,,18.2,,,,,,,,5,,,,,,,,,6,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,True,True,,,,,,,,,,CarWale,https://www.carwale.com/mahindra-cars/xuv-3xo/ax5l-petrol-12l-turbo-automatic-tc/,,2026-06-19T12:29:08.091372+00:00,e86d927b-059d-4e96-bf9a-4cf0f45c3323,25.27
Mahindra,XUV 3XO,AX7 Petrol 1.2L Turbo Automatic (TC) Dual Tone,Mahindra XUV 3XO AX7 Petrol 1.2L Turbo Automatic (TC) Dual Tone,,SUV,,,,,1321000,,,,Petrol,1197,,,129.0,230.0,,Automatic (TC),,,,18.2,,,,,,,,5,,,,,,,,,6,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,True,True,,,,,,,,,,CarWale,https://www.carwale.com/mahindra-cars/xuv-3xo/ax7-petrol-12l-turbo-automatic-tc-dual-tone/,,2026-06-19T12:29:08.091762+00:00,e0623910-73b9-4459-930e-50b83ccfe18e,25.27
Mahindra,XUV 3XO,AX7 Diesel 1.5L Turbo Automatic (AMT) Dual Tone,Mahindra XUV 3XO AX7 Diesel 1.5L Turbo Automatic (AMT) Dual Tone,,SUV,,,,,1363500,,,,Diesel,1498,,,115.0,300.0,,Automatic (AMT),,,,21.2,,,,,,,,5,,,,,,,,,6,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,True,True,,,,,,,,,,CarWale,https://www.carwale.com/mahindra-cars/xuv-3xo/ax7-diesel-15l-turbo-automatic-amt-dual-tone/,,2026-06-19T12:29:08.091956+00:00,40b7d4e3-7ed8-448a-8a10-77999c0589d5,25.27
Maruti Suzuki,Swift,LXi Petrol Manual,Maruti Suzuki Swift LXi Petrol Manual,,Hatchback,,,,,578900,,,,Petrol,1197,,False,80.0,111.7,,Manual,,,,24.8,,,,,,,,5,,,,,,,,,6,True,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,False,,,,,,,,,,CarWale,https://www.carwale.com/maruti-suzuki-cars/swift/lxi-petrol-manual/,,2026-06-19T12:29:07.747567+00:00,9318d0c7-6af6-4bef-a15a-4de5cee790d0,26.37
Maruti Suzuki,Swift,VXi Petrol Manual,Maruti Suzuki Swift VXi Petrol Manual,,Hatchback,,,,,658900,,,,Petrol,1197,,,80.0,111.7,,Manual,,,,24.8,,,,,,,,5,,,,,,,,,6,True,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,True,True,,,,,,,,,,CarWale,https://www.carwale.com/maruti-suzuki-cars/swift/vxi-petrol-manual/,,2026-06-19T12:29:07.747823+00:00,9bb35293-8f75-4484-950a-ce3061442baa,25.27
Maruti Suzuki,Swift,VXi (O) Petrol Manual,Maruti Suzuki Swift VXi (O) Petrol Manual,,Hatchback,,,,,684900,,,,Petrol,1197,,,80.0,111.7,,Manual,,,,24.8,,,,,,,,5,,,,,,,,,6,True,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,True,True,,,,,,,,,,CarWale,https://www.carwale.com/maruti-suzuki-cars/swift/vxi-o-petrol-manual/,,2026-06-19T12:29:07.748041+00:00,8709a9e3-e74c-45e3-a8f8-ea06818ed48c,25.27
Maruti Suzuki,Swift,VXi Petrol Automatic,Maruti Suzuki Swift VXi Petrol Automatic,,Hatchback,,,,,703900,,,,Petrol,1197,,,80.0,111.7,,Automatic (AMT),,,,25.75,,,,,,,,5,,,,,,,,,6,True,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,True,True,,,,,,,,,,CarWale,https://www.carwale.com/maruti-suzuki-cars/swift/vxi-petrol-automatic/,,2026-06-19T12:29:07.748256+00:00,945d987a-6af2-4c8e-80b1-15d46a11622f,25.27
Maruti Suzuki,Swift,VXi (O) Petrol Automatic,Maruti Suzuki Swift VXi (O) Petrol Automatic,,Hatchback,,,,,729900,,,,Petrol,1197,,,80.0,111.7,,Automatic (AMT),,,,25.75,,,,,,,,5,,,,,,,,,6,True,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,True,True,,,,,,,,,,CarWale,https://www.carwale.com/maruti-suzuki-cars/swift/vxi-o-petrol-automatic/,,2026-06-19T12:29:07.748465+00:00,e13c41e4-bf2b-47bc-bd04-b8088dcaefdc,25.27
Maruti Suzuki,Swift,VXi CNG Manual,Maruti Suzuki Swift VXi CNG Manual,,Hatchback,,,,,744900,,,,CNG,1197,,,69.0,101.8,,Manual,,,,,32.85,,,,,,,5,,,,,,,,,6,True,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,True,True,,,,,,,,,,CarWale,https://www.carwale.com/maruti-suzuki-cars/swift/vxi-cng-manual/,,2026-06-19T12:29:07.748673+00:00,e7a1b2d1-dca9-45eb-a997-73153379cdf4,25.27
Maruti Suzuki,Swift,ZXi Petrol Manual,Maruti Suzuki Swift ZXi Petrol Manual,,Hatchback,,,,,752900,,,,Petrol,1197,,,80.0,111.7,,Manual,,,,24.8,,,,,,,,5,,,,,,,,,6,True,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,True,True,,,,,,,,,,CarWale,https://www.carwale.com/maruti-suzuki-cars/swift/zxi-petrol-manual/,,2026-06-19T12:29:07.748880+00:00,7320c273-77da-49e6-8ff1-6a9fffd75f12,25.27
Maruti Suzuki,Swift,VXi (O) CNG Manual,Maruti Suzuki Swift VXi (O) CNG Manual,,Hatchback,,,,,770900,,,,CNG,1197,,,69.0,101.8,,Manual,,,,,32.85,,,,,,,5,,,,,,,,,6,True,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,True,True,,,,,,,,,,CarWale,https://www.carwale.com/maruti-suzuki-cars/swift/vxi-o-cng-manual/,,2026-06-19T12:29:07.749086+00:00,12a31609-d0b1-44ab-a047-239f4c6912c4,25.27
Maruti Suzuki,Swift,ZXi Petrol Automatic,Maruti Suzuki Swift ZXi Petrol Automatic,,Hatchback,,,,,797900,,,,Petrol,1197,,,80.0,111.7,,Automatic (AMT),,,,25.75,,,,,,,,5,,,,,,,,,6,True,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,True,True,,,,,,,,,,CarWale,https://www.carwale.com/maruti-suzuki-cars/swift/zxi-petrol-automatic/,,2026-06-19T12:29:07.749293+00:00,7483d55c-ef4a-4a75-9193-234e89f7d612,25.27
Maruti Suzuki,Swift,ZXi Plus Petrol Manual,Maruti Suzuki Swift ZXi Plus Petrol Manual,,Hatchback,,,,,819900,,,,Petrol,1197,,,80.0,111.7,,Manual,,,,24.8,,,,,,,,5,,,,,,,,,6,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,True,True,,,,,,,,,,CarWale,https://www.carwale.com/maruti-suzuki-cars/swift/zxi-plus-petrol-manual/,,2026-06-19T12:29:07.749499+00:00,c47bef09-5be0-4a8c-ab9b-fde9a84a77b4,25.27
Maruti Suzuki,Swift,ZXi Plus Petrol Manual Dual Tone,Maruti Suzuki Swift ZXi Plus Petrol Manual Dual Tone,,Hatchback,,,,,834900,,,,Petrol,1197,,,80.0,111.7,,Manual,,,,24.8,,,,,,,,5,,,,,,,,,6,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,True,True,,,,,,,,,,CarWale,https://www.carwale.com/maruti-suzuki-cars/swift/zxi-plus-petrol-manual-dual-tone/,,2026-06-19T12:29:07.749705+00:00,427b2970-a0ca-4757-ba84-c35d6a31d921,25.27
Maruti Suzuki,Swift,ZXi CNG Manual,Maruti Suzuki Swift ZXi CNG Manual,,Hatchback,,,,,838900,,,,CNG,1197,,,69.0,101.8,,Manual,,,,,32.85,,,,,,,5,,,,,,,,,6,True,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,True,True,,,,,,,,,,CarWale,https://www.carwale.com/maruti-suzuki-cars/swift/zxi-cng-manual/,,2026-06-19T12:29:07.749912+00:00,26f61797-b697-48e3-affb-d0485856a404,25.27
Maruti Suzuki,Swift,ZXi Plus Petrol Automatic,Maruti Suzuki Swift ZXi Plus Petrol Automatic,,Hatchback,,,,,864900,,,,Petrol,1197,,,80.0,111.7,,Automatic (AMT),,,,25.75,,,,,,,,5,,,,,,,,,6,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,True,True,,,,,,,,,,CarWale,https://www.carwale.com/maruti-suzuki-cars/swift/zxi-plus-petrol-automatic/,,2026-06-19T12:29:07.750124+00:00,c9af73f8-fe22-4289-a207-8f45dfb443ff,25.27
Maruti Suzuki,Swift,ZXi Plus Petrol Automatic Dual Tone,Maruti Suzuki Swift ZXi Plus Petrol Automatic Dual Tone,,Hatchback,,,,,879900,,,,Petrol,1197,,,80.0,111.7,,Automatic (AMT),,,,25.75,,,,,,,,5,,,,,,,,,6,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,True,True,,,,,,,,,,CarWale,https://www.carwale.com/maruti-suzuki-cars/swift/zxi-plus-petrol-automatic-dual-tone/,,2026-06-19T12:29:07.750331+00:00,80e1090d-dd90-4db0-ba68-f4ab936d7f93,25.27
MG,Windsor EV,Excite 38.0 kWh,MG Windsor EV Excite 38.0 kWh,,MUV,,,,,1409800,,,,Electric,,,,134.0,200.0,,Automatic,,,,,,,,38.0,331.0,,,5,,,,,,,,,6,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,True,True,,,,,,,,,,CarWale,https://www.carwale.com/mg-cars/windsor-ev/excite-380-kwh/,,2026-06-19T12:29:07.857716+00:00,aa2cf872-fb33-4131-8a96-d915a98c8005,25.27
Tata,Nexon,Smart Petrol 1.2L Turbo 5 Speed Manual,Tata Nexon Smart Petrol 1.2L Turbo 5 Speed Manual,,SUV,,,,,736990,,,,Petrol,1199,3,True,118.0,170.0,FWD,Manual,5,,,17.44,,,,,,,,5,,,3995,1804,1620,2498.0,,,6,True,,,,,,,,,,,,,,,,,5.0,Bharat NCAP,,,,False,,,,,,,,,False,False,,3,100000,,,,,,,CarWale,https://www.carwale.com/tata-cars/nexon/smart-petrol-12l-turbo-5-speed-manual/,,2026-06-19T09:52:14.085133+00:00,d297f3d7-6722-4d2a-b263-4c190b916e0c,38.46
Tata,Nexon,Smart Plus Petrol 1.2L Turbo 5 Speed Manual,Tata Nexon Smart Plus Petrol 1.2L Turbo 5 Speed Manual,,SUV,,,,,806990,,,,Petrol,1199,3,True,118.0,170.0,FWD,Manual,5,,,17.44,,,,,,,,5,,,3995,1804,1620,2498.0,,,6,True,,,,,,,,,,,,,,,,,5.0,Bharat NCAP,,,,False,,,,,,,,,True,True,,3,100000,,,,,,,CarWale,https://www.carwale.com/tata-cars/nexon/smart-plus-petrol-12l-turbo-5-speed-manual/,,2026-06-19T09:52:14.086020+00:00,6612ac6d-cd23-4da5-b44a-d301b51421db,38.46
Tata,Nexon,Smart CNG 1.2L Turbo 6 Speed Manual,Tata Nexon Smart CNG 1.2L Turbo 6 Speed Manual,,SUV,,,,,829990,,,,CNG,1199,,True,99.0,170.0,,Manual,6,,,,17.44,,,,,,,5,,,3995,1804,1620,2498.0,,,6,True,,,,,,,,,,,,,,,,,5.0,Bharat NCAP,,,,False,,,,,,,,,False,False,,3,100000,,,,,,,CarWale,https://www.carwale.com/tata-cars/nexon/smart-cng-12l-turbo-6-speed-manual/,,2026-06-19T09:52:14.086244+00:00,4dec152d-f6e7-48ab-8467-aaecfc521975,36.26
Tata,Nexon,Smart Plus (S) Petrol 1.2L Turbo 5 Speed Manual,Tata Nexon Smart Plus (S) Petrol 1.2L Turbo 5 Speed Manual,,SUV,,,,,836990,,,,Petrol,1199,,,118.0,170.0,,Manual,5,,,17.44,,,,,,,,5,,,3995,1804,1620,2498.0,,,6,True,,,,,,,,,,,,,,,,,5.0,Bharat NCAP,,,,False,,,,,,,,,True,True,,3,100000,,,,,,,CarWale,https://www.carwale.com/tata-cars/nexon/smart-plus-s-petrol-12l-turbo-5-speed-manual/,,2026-06-19T09:52:14.086461+00:00,6271ab86-5849-4330-8ca1-a507395893ea,35.16
Tata,Nexon,Smart Plus Petrol 1.2L Turbo Automatic (AMT),Tata Nexon Smart Plus Petrol 1.2L Turbo Automatic (AMT),,SUV,,,,,881990,,,,Petrol,1199,,True,118.0,170.0,,Automatic (AMT),,,,17.18,,,,,,,,5,,,3995,1804,1620,2498.0,,,6,True,,,,,,,,,,,,,,,,,5.0,Bharat NCAP,,,,False,,,,,,,,,True,True,,3,100000,,,,,,,CarWale,https://www.carwale.com/tata-cars/nexon/smart-plus-petrol-12l-turbo-automatic-amt/,,2026-06-19T09:52:14.086679+00:00,b9b53e50-9a2e-4f27-bc15-d69a8a94550b,35.16
Tata,Nexon,Pure Plus Petrol 1.2L Turbo 6 Speed Manual,Tata Nexon Pure Plus Petrol 1.2L Turbo 6 Speed Manual,,SUV,,,,,894990,,,,Petrol,1199,,,118.0,170.0,,Manual,6,,,17.44,,,,,,,,5,,,3995,1804,1620,2498.0,,,6,True,,,,,,,,,,,,,,,,,5.0,Bharat NCAP,,,,False,,,,,,,,,True,True,,3,100000,,,,,,,CarWale,https://www.carwale.com/tata-cars/nexon/pure-plus-petrol-12l-turbo-6-speed-manual/,,2026-06-19T09:52:14.086893+00:00,e04c7663-3187-419d-b0e4-5b5ddeef2ee9,35.16
Tata,Nexon,Smart Plus Diesel 1.5L Turbo 6 Speed Manual,Tata Nexon Smart Plus Diesel 1.5L Turbo 6 Speed Manual,,SUV,,,,,899990,,,,Diesel,1497,,True,113.0,260.0,,Manual,6,,,23.23,,,,,,,,5,,,3995,1804,1620,2498.0,,,6,True,,,,,,,,,,,,,,,,,5.0,Bharat NCAP,,,,False,,,,,,,,,True,True,,3,100000,,,,,,,CarWale,https://www.carwale.com/tata-cars/nexon/smart-plus-diesel-15l-turbo-6-speed-manual/,,2026-06-19T09:52:14.087115+00:00,4145a0e3-eaec-4dd5-8b37-f4f8651b0b6d,36.26
Tata,Nexon,Smart Plus CNG 1.2L Turbo 6 Speed Manual,Tata Nexon Smart Plus CNG 1.2L Turbo 6 Speed Manual,,SUV,,,,,921990,,,,CNG,1199,,True,99.0,170.0,,Manual,6,,,,17.44,,,,,,,5,,,3995,1804,1620,2498.0,,,6,True,,,,,,,,,,,,,,,,,5.0,Bharat NCAP,,,,False,,,,,,,,,True,True,,3,100000,,,,,,,CarWale,https://www.carwale.com/tata-cars/nexon/smart-plus-cng-12l-turbo-6-speed-manual/,,2026-06-19T09:52:14.087324+00:00,e56e84bd-5987-4924-8bc5-eb2756abce2e,36.26
Tata,Nexon,Pure Plus (S) Petrol 1.2L Turbo 6 Speed Manual,Tata Nexon Pure Plus (S) Petrol 1.2L Turbo 6 Speed Manual,,SUV,,,,,922990,,,,Petrol,1199,,,118.0,170.0,,Manual,6,,,17.44,,,,,,,,5,,,3995,1804,1620,2498.0,,,6,True,,,,,,,,,,,,,,,,,5.0,Bharat NCAP,,,,False,,,,,,,,,True,True,,3,100000,,,,,,,CarWale,https://www.carwale.com/tata-cars/nexon/pure-plus-s-petrol-12l-turbo-6-speed-manual/,,2026-06-19T09:52:14.087533+00:00,3b5ca1ae-b103-47b1-9db3-3df5602668b6,35.16
Tata,Nexon,Smart Plus (S) Diesel 1.5L Turbo 6 Speed Manual,Tata Nexon Smart Plus (S) Diesel 1.5L Turbo 6 Speed Manual,,SUV,,,,,936990,,,,Diesel,1497,,,113.0,260.0,,Manual,6,,,23.23,,,,,,,,5,,,3995,1804,1620,2498.0,,,6,True,,,,,,,,,,,,,,,,,5.0,Bharat NCAP,,,,False,,,,,,,,,True,True,,3,100000,,,,,,,CarWale,https://www.carwale.com/tata-cars/nexon/smart-plus-s-diesel-15l-turbo-6-speed-manual/,,2026-06-19T09:52:14.087747+00:00,d0a65a72-11e5-4bb6-8e2a-983b83ad018b,35.16
Tata,Nexon,Smart Plus (S) CNG 1.2L Turbo 6 Speed Manual,Tata Nexon Smart Plus (S) CNG 1.2L Turbo 6 Speed Manual,,SUV,,,,,951990,,,,CNG,1199,,,99.0,170.0,,Manual,6,,,,17.44,,,,,,,5,,,3995,1804,1620,2498.0,,,6,True,,,,,,,,,,,,,,,,,5.0,Bharat NCAP,,,,False,,,,,,,,,True,True,,3,100000,,,,,,,CarWale,https://www.carwale.com/tata-cars/nexon/smart-plus-s-cng-12l-turbo-6-speed-manual/,,2026-06-19T09:52:14.087957+00:00,b29ff015-a373-4c1a-a990-16fa29970297,35.16
Tata,Nexon,Pure Plus (PS) Petrol 1.2L Turbo 6 Speed Manual,Tata Nexon Pure Plus (PS) Petrol 1.2L Turbo 6 Speed Manual,,SUV,,,,,959000,,,,Petrol,1199,,,118.0,170.0,,Manual,6,,,17.44,,,,,,,,5,,,3995,1804,1620,2498.0,,,6,True,,,,,,,,,,,,,,,,,5.0,Bharat NCAP,,,,True,,,,,,,,,True,True,,3,100000,,,,,,,CarWale,https://www.carwale.com/tata-cars/nexon/pure-plus-ps-petrol-12l-turbo-6-speed-manual/,,2026-06-19T09:52:14.088165+00:00,f285ceb2-dfba-41ec-9800-5cc5c50c1ce2,35.16
Tata,Nexon,Pure Plus Petrol 1.2L Turbo Automatic (AMT),Tata Nexon Pure Plus Petrol 1.2L Turbo Automatic (AMT),,SUV,,,,,959990,,,,Petrol,1199,,,118.0,170.0,,Automatic (AMT),,,,17.18,,,,,,,,5,,,3995,1804,1620,2498.0,,,6,True,,,,,,,,,,,,,,,,,5.0,Bharat NCAP,,,,False,,,,,,,,,True,True,,3,100000,,,,,,,CarWale,https://www.carwale.com/tata-cars/nexon/pure-plus-petrol-12l-turbo-automatic-amt/,,2026-06-19T09:52:14.088369+00:00,583fba27-50d4-4d5e-8a30-8ce9dc1b2b84,34.07
Tata,Nexon,Pure Plus CNG 1.2L Turbo 6 Speed Manual,Tata Nexon Pure Plus CNG 1.2L Turbo 6 Speed Manual,,SUV,,,,,984990,,,,CNG,1199,,,99.0,170.0,,Manual,6,,,,17.44,,,,,,,5,,,3995,1804,1620,2498.0,,,6,True,,,,,,,,,,,,,,,,,5.0,Bharat NCAP,,,,False,,,,,,,,,True,True,,3,100000,,,,,,,CarWale,https://www.carwale.com/tata-cars/nexon/pure-plus-cng-12l-turbo-6-speed-manual/,,2026-06-19T09:52:14.088684+00:00,ac45b59e-9567-41d0-ba63-ec42f65f0a9b,35.16
