make,model,variant,full_name,model_year,body_type,segment,generation,facelift_status,discontinued,price_ex_showroom,price_on_road,price_city,currency,fuel_type,engine_cc,cylinders,turbocharged,power_bhp,torque_nm,drivetrain,transmission,gearbox_speeds,acceleration_0_100_seconds,top_speed_kmph,mileage_arai_kmpl,mileage_arai_km_per_kg,mileage_real_world_kmpl,fuel_tank_capacity_litres,battery_capacity_kwh,claimed_ev_range_km,charging_time_ac_hours,charging_time_dc_minutes,seating_capacity,boot_space_litres,ground_clearance_mm,length_mm,width_mm,height_mm,wheelbase_mm,kerb_weight_kg,turning_radius_metres,airbags,abs,ebd,esc,traction_control,hill_assist,hill_descent_control,tyre_pressure_monitoring_system,rear_parking_sensors,front_parking_sensors,rear_camera,camera_360,adas_available,adaptive_cruise_control,lane_keep_assist,lane_departure_warning,automatic_emergency_braking,blind_spot_monitoring,crash_test_rating,crash_test_agency,sunroof,panoramic_sunroof,automatic_climate_control,cruise_control,ventilated_front_seats,powered_driver_seat,powered_front_seats,rear_ac_vents,keyless_entry,push_button_start,wireless_charging,infotainment_screen_inches,android_auto,apple_carplay,connected_car_features,standard_warranty_years,standard_warranty_km,service_interval_km,service_interval_months,estimated_annual_service_cost,reliability_score,resale_value_score,service_network_score,source,source_url,source_last_updated,scraped_at,scrape_run_id,field_completeness_score
Tata,Nexon,Pure Plus (S) Petrol 1.2L Turbo Automatic (AMT),Tata Nexon Pure Plus (S) Petrol 1.2L Turbo Automatic (AMT),,SUV,,,,,987990,,,,Petrol,1199,,,118.0,170.0,,Automatic (AMT),,,,17.18,,,,,,,,5,,,3995,1804,1620,2498.0,,,6,True,,,,,,,,,,,,,,,,,5.0,Bharat NCAP,,,,False,,,,,,,,,True,True,,3,100000,,,,,,,CarWale,https://www.carwale.com/tata-cars/nexon/pure-plus-s-petrol-12l-turbo-automatic-amt/,,2026-06-19T09:52:14.088923+00:00,443c503c-0b64-40a0-b346-5ef3c37222e9,34.07
Tata,Nexon,Creative Petrol 1.2L Turbo 6 Speed Manual,Tata Nexon Creative Petrol 1.2L Turbo 6 Speed Manual,,SUV,,,,,999990,,,,Petrol,1199,3,True,118.0,170.0,FWD,Manual,6,,,17.44,,,,,,,,5,,,3995,1804,1620,2498.0,,,6,True,,,,,,,,,,,,,,,,,5.0,Bharat NCAP,,,,False,,,,,,,,,True,True,,3,100000,,,,,,,CarWale,https://www.carwale.com/tata-cars/nexon/creative-petrol-12l-turbo-6-speed-manual/,,2026-06-19T09:52:14.089141+00:00,7b06f5a0-2338-4c77-9020-32f42c523b87,38.46
Tata,Nexon,Pure Plus (S) CNG 1.2L Turbo 6 Speed Manual,Tata Nexon Pure Plus (S) CNG 1.2L Turbo 6 Speed Manual,,SUV,,,,,999990,,,,CNG,1199,,,99.0,170.0,,Manual,6,,,,17.44,,,,,,,5,,,3995,1804,1620,2498.0,,,6,True,,,,,,,,,,,,,,,,,5.0,Bharat NCAP,,,,False,,,,,,,,,True,True,,3,100000,,,,,,,CarWale,https://www.carwale.com/tata-cars/nexon/pure-plus-s-cng-12l-turbo-6-speed-manual/,,2026-06-19T09:52:14.089415+00:00,2cc1cce8-5ba6-4f60-9184-49e3d755bf52,35.16
Tata,Nexon,Pure Plus Diesel 1.5L Turbo 6 Speed Manual,Tata Nexon Pure Plus Diesel 1.5L Turbo 6 Speed Manual,,SUV,,,,,999990,,,,Diesel,1497,,,113.0,260.0,,Manual,6,,,23.23,,,,,,,,5,,,3995,1804,1620,2498.0,,,6,True,,,,,,,,,,,,,,,,,5.0,Bharat NCAP,,,,False,,,,,,,,,True,True,,3,100000,,,,,,,CarWale,https://www.carwale.com/tata-cars/nexon/pure-plus-diesel-15l-turbo-6-speed-manual/,,2026-06-19T09:52:14.089813+00:00,ad308f00-323d-42c7-b0b2-1391adc0cbd6,35.16
Tata,Nexon,Pure Plus (PS) Petrol 1.2L Turbo Automatic (AMT),Tata Nexon Pure Plus (PS) Petrol 1.2L Turbo Automatic (AMT),,SUV,,,,,1014000,,,,Petrol,1199,,,118.0,170.0,,Automatic (AMT),,,,17.18,,,,,,,,5,,,3995,1804,1620,2498.0,,,6,True,,,,,,,,,,,,,,,,,5.0,Bharat NCAP,,,,True,,,,,,,,,True,True,,3,100000,,,,,,,CarWale,https://www.carwale.com/tata-cars/nexon/pure-plus-ps-petrol-12l-turbo-automatic-amt/,,2026-06-19T09:52:14.090141+00:00,4a990a1b-dac9-4077-9c67-9e1fcd1899a8,34.07
Tata,Nexon,Pure Plus (S) Diesel 1.5L Turbo 6 Speed Manual,Tata Nexon Pure Plus (S) Diesel 1.5L Turbo 6 Speed Manual,,SUV,,,,,1027990,,,,Diesel,1497,,,113.0,260.0,,Manual,6,,,23.23,,,,,,,,5,,,3995,1804,1620,2498.0,,,6,True,,,,,,,,,,,,,,,,,5.0,Bharat NCAP,,,,False,,,,,,,,,True,True,,3,100000,,,,,,,CarWale,https://www.carwale.com/tata-cars/nexon/pure-plus-s-diesel-15l-turbo-6-speed-manual/,,2026-06-19T09:52:14.090363+00:00,2bde9cbb-40cd-4f3a-96aa-1d7ee7c0b58c,35.16
Tata,Nexon,Creative Plus (S) Petrol 1.2L Turbo 6 Speed Manual,Tata Nexon Creative Plus (S) Petrol 1.2L Turbo 6 Speed Manual,,SUV,,,,,1034990,,,,Petrol,1199,,,118.0,170.0,,Manual,6,,,17.44,,,,,,,,5,,,3995,1804,1620,2498.0,,,6,True,,,,,,,,,,,,,,,,,5.0,Bharat NCAP,,,,False,,,,,,,,,True,True,,3,100000,,,,,,,CarWale,https://www.carwale.com/tata-cars/nexon/creative-plus-s-petrol-12l-turbo-6-speed-manual/,,2026-06-19T09:52:14.090573+00:00,351785d2-5ce0-42ed-a009-b1ab4b2b1d2d,35.16
Tata,Nexon,Pure Plus (PS) CNG 1.2L Turbo 6 Speed Manual,Tata Nexon Pure Plus (PS) CNG 1.2L Turbo 6 Speed Manual,,SUV,,,,,1039000,,,,CNG,1199,,,99.0,170.0,,Manual,6,,,,17.44,,,,,,,5,,,3995,1804,1620,2498.0,,,6,True,,,,,,,,,,,,,,,,,5.0,Bharat NCAP,,,,True,,,,,,,,,True,True,,3,100000,,,,,,,CarWale,https://www.carwale.com/tata-cars/nexon/pure-plus-ps-cng-12l-turbo-6-speed-manual/,,2026-06-19T09:52:14.091023+00:00,95082817-33e6-456a-a43b-398c3803f1b4,35.16
Tata,Nexon,Pure Plus (PS) Diesel 1.5L Turbo 6 Speed Manual,Tata Nexon Pure Plus (PS) Diesel 1.5L Turbo 6 Speed Manual,,SUV,,,,,1054000,,,,Diesel,1497,,,113.0,260.0,,Manual,6,,,23.23,,,,,,,,5,,,3995,1804,1620,2498.0,,,6,True,,,,,,,,,,,,,,,,,5.0,Bharat NCAP,,,,True,,,,,,,,,True,True,,3,100000,,,,,,,CarWale,https://www.carwale.com/tata-cars/nexon/pure-plus-ps-diesel-15l-turbo-6-speed-manual/,,2026-06-19T09:52:14.091260+00:00,1d968edf-8d76-4782-a008-b2d460368944,35.16
Tata,Nexon,Pure Plus Diesel 1.5L Turbo Automatic (AMT),Tata Nexon Pure Plus Diesel 1.5L Turbo Automatic (AMT),,SUV,,,,,1064990,,,,Diesel,1497,,,113.0,260.0,,Automatic (AMT),,,,24.08,,,,,,,,5,,,3995,1804,1620,2498.0,,,6,True,,,,,,,,,,,,,,,,,5.0,Bharat NCAP,,,,False,,,,,,,,,True,True,,3,100000,,,,,,,CarWale,https://www.carwale.com/tata-cars/nexon/pure-plus-diesel-15l-turbo-automatic-amt/,,2026-06-19T09:52:14.091756+00:00,0f77df2c-e4f8-447c-8df2-365f57d4b40c,34.07
Tata,Nexon,Creative Petrol 1.2L Turbo Automatic (AMT),Tata Nexon Creative Petrol 1.2L Turbo Automatic (AMT),,SUV,,,,,1074990,,,,Petrol,1199,,True,118.0,170.0,,Automatic (AMT),,,,17.18,,,,,,,,5,,,3995,1804,1620,2498.0,,,6,True,,,,,,,,,,,,,,,,,5.0,Bharat NCAP,,,,True,,,,,,,,,True,True,,3,100000,,,,,,,CarWale,https://www.carwale.com/tata-cars/nexon/creative-petrol-12l-turbo-automatic-amt/,,2026-06-19T09:52:14.091997+00:00,66d6bac5-193a-49eb-a2fd-24c1db6e527b,35.16
Tata,Nexon,Creative CNG 1.2L Turbo 6 Speed Manual,Tata Nexon Creative CNG 1.2L Turbo 6 Speed Manual,,SUV,,,,,1104990,,,,CNG,1199,,True,99.0,170.0,,Manual,6,,,,17.44,,,,,,,5,,,3995,1804,1620,2498.0,,,6,True,,,,,,,,,,,,,,,,,5.0,Bharat NCAP,,,,False,,,,,,,,,True,True,,3,100000,,,,,,,CarWale,https://www.carwale.com/tata-cars/nexon/creative-cng-12l-turbo-6-speed-manual/,,2026-06-19T09:52:14.092445+00:00,af8c9b3a-ab63-428e-8c36-93f629cc7933,36.26
Tata,Nexon,Creative Plus (S) Petrol 1.2L Turbo Automatic (AMT),Tata Nexon Creative Plus (S) Petrol 1.2L Turbo Automatic (AMT),,SUV,,,,,1104990,,,,Petrol,1199,,,118.0,170.0,,Automatic (AMT),,,,17.18,,,,,,,,5,,,3995,1804,1620,2498.0,,,6,True,,,,,,,,,,,,,,,,,5.0,Bharat NCAP,,,,True,,,,,,,,,True,True,,3,100000,,,,,,,CarWale,https://www.carwale.com/tata-cars/nexon/creative-plus-s-petrol-12l-turbo-automatic-amt/,,2026-06-19T09:52:14.092652+00:00,112bb8be-91f4-4a7c-ae94-d1eeefe380c1,34.07
Tata,Nexon,Pure Plus (PS) Diesel 1.5L Turbo Automatic (AMT),Tata Nexon Pure Plus (PS) Diesel 1.5L Turbo Automatic (AMT),,SUV,,,,,1119000,,,,Diesel,1497,,,113.0,260.0,,Automatic (AMT),,,,24.08,,,,,,,,5,,,3995,1804,1620,2498.0,,,6,True,,,,,,,,,,,,,,,,,5.0,Bharat NCAP,,,,True,,,,,,,,,True,True,,3,100000,,,,,,,CarWale,https://www.carwale.com/tata-cars/nexon/pure-plus-ps-diesel-15l-turbo-automatic-amt/,,2026-06-19T09:52:14.093055+00:00,2ffd3305-74a0-408b-accd-c0c0547371ac,34.07
Tata,Nexon,Creative Diesel 1.5L Turbo 6 Speed Manual,Tata Nexon Creative Diesel 1.5L Turbo 6 Speed Manual,,SUV,,,,,1124990,,,,Diesel,1497,,True,113.0,260.0,,Manual,6,,,23.23,,,,,,,,5,,,3995,1804,1620,2498.0,,,6,True,,,,,,,,,,,,,,,,,5.0,Bharat NCAP,,,,False,,,,,,,,,True,True,,3,100000,,,,,,,CarWale,https://www.carwale.com/tata-cars/nexon/creative-diesel-15l-turbo-6-speed-manual/,,2026-06-19T09:52:14.093352+00:00,8ac99d84-a9f3-4f8a-af16-2cfb10fd880b,36.26
Tata,Nexon,Creative Plus (PS) Petrol 1.2L Turbo 6 Speed Manual Dual Tone,Tata Nexon Creative Plus (PS) Petrol 1.2L Turbo 6 Speed Manual Dual Tone,,SUV,,,,,1131990,,,,Petrol,1199,,,118.0,170.0,,Manual,6,,,17.44,,,,,,,,5,,,3995,1804,1620,2498.0,,,6,True,,,,,,,,,,,,,,,,,5.0,Bharat NCAP,,,,False,,,,,,,,,True,True,,3,100000,,,,,,,CarWale,https://www.carwale.com/tata-cars/nexon/creative-plus-ps-petrol-12l-turbo-6-speed-manual-dual-tone/,,2026-06-19T09:52:14.093780+00:00,d9c92dfa-193e-4bbf-8790-23257d676ae9,35.16
Tata,Nexon,Creative Plus (S) CNG 1.2L Turbo 6 Speed Manual,Tata Nexon Creative Plus (S) CNG 1.2L Turbo 6 Speed Manual,,SUV,,,,,1134990,,,,CNG,1199,,,99.0,170.0,,Manual,6,,,,17.44,,,,,,,5,,,3995,1804,1620,2498.0,,,6,True,,,,,,,,,,,,,,,,,5.0,Bharat NCAP,,,,False,,,,,,,,,True,True,,3,100000,,,,,,,CarWale,https://www.carwale.com/tata-cars/nexon/creative-plus-s-cng-12l-turbo-6-speed-manual/,,2026-06-19T09:52:14.093985+00:00,1fd5cc31-81ba-43d6-a8c2-9defdd2b5ee9,35.16
Tata,Nexon,Creative Plus (S) Diesel 1.5L Turbo 6 Speed Manual,Tata Nexon Creative Plus (S) Diesel 1.5L Turbo 6 Speed Manual,,SUV,,,,,1149990,,,,Diesel,1497,,,113.0,260.0,,Manual,6,,,23.23,,,,,,,,5,,,3995,1804,1620,2498.0,,,6,True,,,,,,,,,,,,,,,,,5.0,Bharat NCAP,,,,False,,,,,,,,,True,True,,3,100000,,,,,,,CarWale,https://www.carwale.com/tata-cars/nexon/creative-plus-s-diesel-15l-turbo-6-speed-manual/,,2026-06-19T09:52:14.094603+00:00,037fad42-34ab-46cf-8fbe-3a32668fabe1,35.16
Tata,Nexon,Creative Diesel 1.5L Turbo Automatic (AMT),Tata Nexon Creative Diesel 1.5L Turbo Automatic (AMT),,SUV,,,,,1184990,,,,Diesel,1497,,True,113.0,260.0,,Automatic (AMT),,,,24.08,,,,,,,,5,,,3995,1804,1620,2498.0,,,6,True,,,,,,,,,,,,,,,,,5.0,Bharat NCAP,,,,True,,,,,,,,,True,True,,3,100000,,,,,,,CarWale,https://www.carwale.com/tata-cars/nexon/creative-diesel-15l-turbo-automatic-amt/,,2026-06-19T09:52:14.095435+00:00,230d14ff-0604-447e-a605-4d1a4c80e907,35.16
Tata,Nexon,Creative Plus (S) Diesel 1.5L Turbo Automatic (AMT),Tata Nexon Creative Plus (S) Diesel 1.5L Turbo Automatic (AMT),,SUV,,,,,1214990,,,,Diesel,1497,,,113.0,260.0,,Automatic (AMT),,,,24.08,,,,,,,,5,,,3995,1804,1620,2498.0,,,6,True,,,,,,,,,,,,,,,,,5.0,Bharat NCAP,,,,True,,,,,,,,,True,True,,3,100000,,,,,,,CarWale,https://www.carwale.com/tata-cars/nexon/creative-plus-s-diesel-15l-turbo-automatic-amt/,,2026-06-19T09:52:14.095867+00:00,08f50041-6751-40e4-8f70-b11fb73e5dc0,34.07
Tata,Nexon,Creative Plus (PS) CNG 1.2L Turbo 6 Speed Manual Dual Tone,Tata Nexon Creative Plus (PS) CNG 1.2L Turbo 6 Speed Manual Dual Tone,,SUV,,,,,1216690,,,,CNG,1199,,,99.0,170.0,,Manual,6,,,,17.44,,,,,,,5,,,3995,1804,1620,2498.0,,,6,True,,,,,,,,,,,,,,,,,5.0,Bharat NCAP,,,,False,,,,,,,,,True,True,,3,100000,,,,,,,CarWale,https://www.carwale.com/tata-cars/nexon/creative-plus-ps-cng-12l-turbo-6-speed-manual-dual-tone/,,2026-06-19T09:52:14.096078+00:00,f43ad62b-512c-4292-a777-7c4431bd6325,35.16
Tata,Nexon,Creative Plus (PS) CNG 1.2L Turbo 6 Speed Manual,Tata Nexon Creative Plus (PS) CNG 1.2L Turbo 6 Speed Manual,,SUV,,,,,1226990,,,,CNG,1199,,,99.0,170.0,,Manual,6,,,,17.44,,,,,,,5,,,3995,1804,1620,2498.0,,,6,True,,,,,,,,,,,,,,,,,5.0,Bharat NCAP,,,,False,,,,,,,,,True,True,,3,100000,,,,,,,CarWale,https://www.carwale.com/tata-cars/nexon/creative-plus-ps-cng-12l-turbo-6-speed-manual/,,2026-06-19T09:52:14.096288+00:00,ee15f093-4395-43c6-9979-2ad0bfb910ad,35.16
Tata,Nexon,Fearless Plus (PS) Petrol 1.2L Turbo 6 Speed Manual,Tata Nexon Fearless Plus (PS) Petrol 1.2L Turbo 6 Speed Manual,,SUV,,,,,1226990,,,,Petrol,1199,3,True,118.0,170.0,FWD,Manual,6,,,17.44,,,,,,,,5,,,3995,1804,1620,2498.0,,,6,True,,,,,,,,,,,,,,,,,5.0,Bharat NCAP,,,,False,,,,,,,,,True,True,,3,100000,,,,,,,CarWale,https://www.carwale.com/tata-cars/nexon/fearless-plus-ps-petrol-12l-turbo-6-speed-manual/,,2026-06-19T09:52:14.096495+00:00,9a020a6e-5b98-4130-960e-a6d8c815617e,38.46
Tata,Nexon,Creative Plus (PS) Petrol 1.2L Turbo Automatic (DCT) Dual Tone,Tata Nexon Creative Plus (PS) Petrol 1.2L Turbo Automatic (DCT) Dual Tone,,SUV,,,,,1234990,,,,Petrol,1199,,,118.0,170.0,,Automatic (DCT),,,,17.01,,,,,,,,5,,,3995,1804,1620,2498.0,,,6,True,,,,,,,,,,,,,,,,,5.0,Bharat NCAP,,,,True,,,,,,,,,True,True,,3,100000,,,,,,,CarWale,https://www.carwale.com/tata-cars/nexon/creative-plus-ps-petrol-12l-turbo-automatic-dct-dual-tone/,,2026-06-19T09:52:14.096838+00:00,b75ec3e7-b514-440a-a96d-4c8ac5d8885f,34.07
Tata,Nexon,Creative Plus (PS) Diesel 1.5L Turbo 6 Speed Manual Dual Tone,Tata Nexon Creative Plus (PS) Diesel 1.5L Turbo 6 Speed Manual Dual Tone,,SUV,,,,,1241990,,,,Diesel,1497,,,113.0,260.0,,Manual,6,,,23.23,,,,,,,,5,,,3995,1804,1620,2498.0,,,6,True,,,,,,,,,,,,,,,,,5.0,Bharat NCAP,,,,False,,,,,,,,,True,True,,3,100000,,,,,,,CarWale,https://www.carwale.com/tata-cars/nexon/creative-plus-ps-diesel-15l-turbo-6-speed-manual-dual-tone/,,2026-06-19T09:52:14.097614+00:00,116cea6e-9128-4160-9185-bd28a0224d2c,35.16
Tata,Nexon,Fearless Plus (PS) Petrol 1.2L Turbo 6 Speed Manual Dark Edition,Tata Nexon Fearless Plus (PS) Petrol 1.2L Turbo 6 Speed Manual Dark Edition,,SUV,,,,,1246990,,,,Petrol,1199,3,True,118.0,170.0,FWD,Manual,6,,,17.44,,,,,,,,5,,,3995,1804,1620,2498.0,,,6,True,,,,,,,,,,,,,,,,,5.0,Bharat NCAP,,,,False,,,,,,,,,True,True,,3,100000,,,,,,,CarWale,https://www.carwale.com/tata-cars/nexon/fearless-plus-ps-petrol-12l-turbo-6-speed-manual-dark-edition/,,2026-06-19T09:52:14.098210+00:00,c946b41d-d832-44e7-87ca-9cddd499b30d,38.46
Tata,Nexon,Fearless Plus (PS) Petrol 1.2L Turbo 6 Speed Manual Red Dark Edition,Tata Nexon Fearless Plus (PS) Petrol 1.2L Turbo 6 Speed Manual Red Dark Edition,,SUV,,,,,1256990,,,,Petrol,1199,3,True,118.0,170.0,FWD,Manual,6,,,17.44,,,,,,,,5,,,3995,1804,1620,2498.0,,,6,True,,,,,,,,,,,,,,,,,5.0,Bharat NCAP,,,,False,,,,,,,,,True,True,,3,100000,,,,,,,CarWale,https://www.carwale.com/tata-cars/nexon/fearless-plus-ps-petrol-12l-turbo-6-speed-manual-red-dark-edition/,,2026-06-19T09:52:14.099307+00:00,02ae7a4a-fe53-4271-b41e-ac70abd38a4c,38.46
Tata,Nexon,Creative Plus (PS) Diesel 1.5L Turbo Automatic (AMT) Dual Tone,Tata Nexon Creative Plus (PS) Diesel 1.5L Turbo Automatic (AMT) Dual Tone,,SUV,,,,,1306990,,,,Diesel,1497,,,113.0,260.0,,Automatic (AMT),,,,24.08,,,,,,,,5,,,3995,1804,1620,2498.0,,,6,True,,,,,,,,,,,,,,,,,5.0,Bharat NCAP,,,,True,,,,,,,,,True,True,,3,100000,,,,,,,CarWale,https://www.carwale.com/tata-cars/nexon/creative-plus-ps-diesel-15l-turbo-automatic-amt-dual-tone/,,2026-06-19T09:52:14.099943+00:00,d226e0d8-1bb2-454d-bcd0-3c7421260936,34.07
Tata,Nexon,Fearless Plus (PS) CNG 1.2L Turbo 6 Speed Manual Dual Tone,Tata Nexon Fearless Plus (PS) CNG 1.2L Turbo 6 Speed Manual Dual Tone,,SUV,,,,,1321990,,,,CNG,1199,,True,99.0,170.0,,Manual,6,,,,17.44,,,,,,,5,,,3995,1804,1620,2498.0,,,6,True,,,,,,,,,,,,,,,,,5.0,Bharat NCAP,,,,False,,,,,,,,,True,True,,3,100000,,,,,,,CarWale,https://www.carwale.com/tata-cars/nexon/fearless-plus-ps-cng-12l-turbo-6-speed-manual-dual-tone/,,2026-06-19T09:52:14.100150+00:00,8318e288-140f-4035-b439-5e531c111bf7,36.26
Tata,Nexon,Fearless Plus (PS) Diesel 1.5L Turbo 6 Speed Manual Dual Tone,Tata Nexon Fearless Plus (PS) Diesel 1.5L Turbo 6 Speed Manual Dual Tone,,SUV,,,,,1336990,,,,Diesel,1497,,True,113.0,260.0,,Manual,6,,,23.23,,,,,,,,5,,,3995,1804,1620,2498.0,,,6,True,,,,,,,,,,,,,,,,,5.0,Bharat NCAP,,,,False,,,,,,,,,True,True,,3,100000,,,,,,,CarWale,https://www.carwale.com/tata-cars/nexon/fearless-plus-ps-diesel-15l-turbo-6-speed-manual-dual-tone/,,2026-06-19T09:52:14.100355+00:00,2206f837-d306-4ba2-88ca-7f802056400f,36.26
Tata,Nexon,Fearless Plus (PS) CNG 1.2L Turbo 6 Speed Manual,Tata Nexon Fearless Plus (PS) CNG 1.2L Turbo 6 Speed Manual,,SUV,,,,,1341990,,,,CNG,1199,,True,99.0,170.0,,Manual,6,,,,17.44,,,,,,,5,,,3995,1804,1620,2498.0,,,6,True,,,,,,,,,,,,,,,,,5.0,Bharat NCAP,,,,False,,,,,,,,,True,True,,3,100000,,,,,,,CarWale,https://www.carwale.com/tata-cars/nexon/fearless-plus-ps-cng-12l-turbo-6-speed-manual/,,2026-06-19T09:52:14.100943+00:00,1d06dd6c-3820-4c50-b7f0-7b5b15431401,36.26
Tata,Nexon,Fearless Plus (PS) CNG 1.2L Turbo 6 Speed Manual Dark Edition,Tata Nexon Fearless Plus (PS) CNG 1.2L Turbo 6 Speed Manual Dark Edition,,SUV,,,,,1341990,,,,CNG,1199,,True,99.0,170.0,,Manual,6,,,,17.44,,,,,,,5,,,3995,1804,1620,2498.0,,,6,True,,,,,,,,,,,,,,,,,5.0,Bharat NCAP,,,,False,,,,,,,,,True,True,,3,100000,,,,,,,CarWale,https://www.carwale.com/tata-cars/nexon/fearless-plus-ps-cng-12l-turbo-6-speed-manual-dark-edition/,,2026-06-19T09:52:14.101667+00:00,5ebe0cbd-52f6-4fbf-a3fe-fb3384845df2,36.26
Tata,Nexon,Fearless Plus (PS) Petrol 1.2L Turbo Automatic (DCT) Dark Edition,Tata Nexon Fearless Plus (PS) Petrol 1.2L Turbo Automatic (DCT) Dark Edition,,SUV,,,,,1344790,,,,Petrol,1199,,True,118.0,170.0,,Automatic (DCT),,,,17.01,,,,,,,,5,,,3995,1804,1620,2498.0,,,6,True,,,,,,,,,,,,,,,,,5.0,Bharat NCAP,,,,True,,,,,,,,,True,True,,3,100000,,,,,,,CarWale,https://www.carwale.com/tata-cars/nexon/fearless-plus-ps-petrol-12l-turbo-automatic-dct-dark-edition/,,2026-06-19T09:52:14.102136+00:00,9c33371a-1c87-4868-958d-b94cfe011f74,35.16
Tata,Nexon,Fearless Plus (PS) Diesel 1.5L Turbo 6 Speed Manual Dark Edition,Tata Nexon Fearless Plus (PS) Diesel 1.5L Turbo 6 Speed Manual Dark Edition,,SUV,,,,,1356990,,,,Diesel,1497,,True,113.0,260.0,,Manual,6,,,23.23,,,,,,,,5,,,3995,1804,1620,2498.0,,,6,True,,,,,,,,,,,,,,,,,5.0,Bharat NCAP,,,,False,,,,,,,,,True,True,,3,100000,,,,,,,CarWale,https://www.carwale.com/tata-cars/nexon/fearless-plus-ps-diesel-15l-turbo-6-speed-manual-dark-edition/,,2026-06-19T09:52:14.102382+00:00,2aa8217c-bb14-461b-b8cd-d15caf560079,36.26
Tata,Nexon,Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT),Tata Nexon Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT),,SUV,,,,,1361990,,,,Petrol,1199,,True,118.0,170.0,,Automatic (DCT),,,,17.01,,,,,,,,5,,,3995,1804,1620,2498.0,,,6,True,,,,,,,,,,,,,,,,,5.0,Bharat NCAP,,,,True,,,,,,,,,True,True,,3,100000,,,,,,,CarWale,https://www.carwale.com/tata-cars/nexon/fearless-plus-a-ps-petrol-12l-turbo-automatic-dct/,,2026-06-19T09:52:14.102836+00:00,e046cacd-d612-43e4-bdd0-d8f37a6e0913,35.16
Tata,Nexon,Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT) Dark Edition,Tata Nexon Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT) Dark Edition,,SUV,,,,,1381990,,,,Petrol,1199,,True,118.0,170.0,,Automatic (DCT),,,,17.01,,,,,,,,5,,,3995,1804,1620,2498.0,,,6,True,,,,,,,,,,,,,,,,,5.0,Bharat NCAP,,,,True,,,,,,,,,True,True,,3,100000,,,,,,,CarWale,https://www.carwale.com/tata-cars/nexon/fearless-plus-a-ps-petrol-12l-turbo-automatic-dct-dark-edition/,,2026-06-19T09:52:14.103178+00:00,1e95dd04-19d1-4dc1-947d-f48c0bbcb4d8,35.16
Tata,Nexon,Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT) Red Dark Edition,Tata Nexon Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT) Red Dark Edition,,SUV,,,,,1391990,,,,Petrol,1199,,True,118.0,170.0,,Automatic (DCT),,,,17.01,,,,,,,,5,,,3995,1804,1620,2498.0,,,6,True,,,,,,,,,,,,,,,,,5.0,Bharat NCAP,,,,True,,,,,,,,,True,True,,3,100000,,,,,,,CarWale,https://www.carwale.com/tata-cars/nexon/fearless-plus-a-ps-petrol-12l-turbo-automatic-dct-red-dark-edition/,,2026-06-19T09:52:14.103573+00:00,a5c038f5-0d5b-4c2a-a362-6a7346083de2,35.16
Tata,Nexon,Fearless Plus (PS) Diesel 1.5L Turbo Automatic (AMT) Dual Tone,Tata Nexon Fearless Plus (PS) Diesel 1.5L Turbo Automatic (AMT) Dual Tone,,SUV,,,,,1401990,,,,Diesel,1497,,True,113.0,260.0,,Automatic (AMT),,,,24.08,,,,,,,,5,,,3995,1804,1620,2498.0,,,6,True,,,,,,,,,,,,,,,,,5.0,Bharat NCAP,,,,True,,,,,,,,,True,True,,3,100000,,,,,,,CarWale,https://www.carwale.com/tata-cars/nexon/fearless-plus-ps-diesel-15l-turbo-automatic-amt-dual-tone/,,2026-06-19T09:52:14.104076+00:00,f68ea8fc-7037-477d-8007-288d28d03e3a,35.16
Tata,Nexon,Fearless Plus (PS) Diesel 1.5L Turbo Automatic (AMT) Dark Edition,Tata Nexon Fearless Plus (PS) Diesel 1.5L Turbo Automatic (AMT) Dark Edition,,SUV,,,,,1421990,,,,Diesel,1497,,True,113.0,260.0,,Automatic (AMT),,,,24.08,,,,,,,,5,,,3995,1804,1620,2498.0,,,6,True,,,,,,,,,,,,,,,,,5.0,Bharat NCAP,,,,True,,,,,,,,,True,True,,3,100000,,,,,,,CarWale,https://www.carwale.com/tata-cars/nexon/fearless-plus-ps-diesel-15l-turbo-automatic-amt-dark-edition/,,2026-06-19T09:52:14.104334+00:00,5d9a22f5-6de3-4251-b566-82460073d8c0,35.16
